measure,year,county_name,numerator,denominator,rate,rate_lower,rate_upper
"Lung and bronchus age-adjusted incidence rate per 100,000 among females",2017-2021,York,920,1139107,55.3,51.7,59.1
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Pennsylvania,9406,31630405,24,23.5,24.5
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Pennsylvania,6731,32737862,16.3,15.9,16.7
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Adams,153,254784,42.9,36.1,50.7
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Adams,89,261294,27,21.1,33.9
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Allegheny,818,2981260,22.3,20.7,23.9
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Allegheny,663,3163092,17.4,16,18.9
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Armstrong,70,162792,30.4,23.2,39.4
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Armstrong,47,163386,21.5,15.2,29.5
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Beaver,104,404286,18.5,14.9,22.6
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Beaver,83,424881,14.5,11.3,18.4
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Bedford,49,119705,27.9,20.3,37.8
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Bedford,20,119823,13.2,7.5,21.5
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Berks,303,1045438,23.1,20.6,26
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Berks,204,1071768,15.2,13.1,17.6
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Blair,91,300580,22.8,18.2,28.3
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Blair,73,311483,17.6,13.6,22.6
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Bradford,47,150112,21.4,15.5,29.1
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Bradford,37,151647,16.6,11.4,23.6
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Bucks,524,1564211,25,22.8,27.3
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Bucks,328,1612701,14.8,13.2,16.7
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Butler,157,472899,26,21.9,30.7
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Butler,149,478074,25.8,21.5,30.7
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Cambria,124,326138,26.6,21.9,32
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Cambria,94,333962,19.5,15.3,24.5
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Cameron,1,11310,NA,NA,NA
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Cameron,2,11199,NA,NA,NA
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Carbon,54,161074,24.5,18.2,32.5
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Carbon,40,161351,16.6,11.5,23.5
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Centre,158,423026,37.5,31.7,44
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Centre,118,380280,29,23.7,35.1
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Chester,350,1304323,23.4,20.9,26
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Chester,248,1335299,14.7,12.9,16.8
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Clarion,30,93425,24.3,15.8,36
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Clarion,26,96584,19.9,12.6,30.2
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Clearfield,48,210537,16.4,12,22.1
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Clearfield,32,188267,12.5,8.2,18.3
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Clinton,31,94196,25.7,17.1,37.2
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Clinton,23,96933,21.9,13.3,34.1
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Columbia,83,157595,38.6,30.6,48.4
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Columbia,37,168296,16.7,11.3,23.9
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Crawford,64,207671,23.3,17.7,30.3
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Crawford,32,215254,10.4,6.9,15.2
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Cumberland,272,634818,35,30.9,39.6
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Cumberland,188,642956,23.5,20.1,27.4
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Dauphin,279,683313,35.3,31.2,39.9
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Dauphin,197,721737,22.3,19.2,25.9
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Delaware,310,1373319,19.7,17.5,22.1
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Delaware,238,1473112,13.4,11.7,15.3
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Elk,22,76574,19.9,11.9,31.9
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Elk,18,75412,NA,NA,NA
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Erie,178,671670,21.5,18.4,25.1
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Erie,121,684098,15,12.3,18.1
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Fayette,53,321706,12.3,9.1,16.3
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Fayette,54,324837,13.7,10.1,18.3
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Forest,4,24623,NA,NA,NA
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Forest,7,11184,NA,NA,NA
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Franklin,143,382075,28.9,24.2,34.3
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Franklin,134,394184,26,21.5,31.2
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Fulton,9,36866,NA,NA,NA
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Fulton,8,35849,NA,NA,NA
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Greene,22,94229,18.8,11.5,29.2
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Greene,18,86462,NA,NA,NA
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Huntingdon,68,119300,41.7,32.2,53.5
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Huntingdon,39,104422,30.3,20.8,42.7
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Indiana,36,210512,13.3,9.1,18.8
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Indiana,40,209017,15.4,10.5,21.9
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Jefferson,29,109512,20.2,13.2,29.8
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Jefferson,16,109903,NA,NA,NA
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Juniata,27,60691,32.3,20.8,48.4
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Juniata,26,60038,36.8,23.1,55.7
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Lackawanna,171,517369,25.3,21.5,29.6
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Lackawanna,159,545038,23.7,19.9,28
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Lancaster,515,1345228,31.4,28.7,34.3
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Lancaster,378,1393205,22.5,20.1,25
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Lawrence,54,208885,18.1,13.4,24.1
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Lawrence,46,221242,14.9,10.5,20.6
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Lebanon,136,349900,30.7,25.6,36.6
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Lebanon,80,359696,17.9,13.9,22.6
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Lehigh,243,910152,22.9,20.1,26.1
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Lehigh,197,943803,16.6,14.2,19.2
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Luzerne,265,796070,25.9,22.8,29.4
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Luzerne,178,807446,16.8,14.3,19.7
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Lycoming,113,279031,31.1,25.4,37.8
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Lycoming,80,289358,21,16.4,26.6
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,McKean,38,104671,28.5,19.9,39.8
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,McKean,20,98499,17.9,10.4,28.7
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Mercer,91,273693,25.7,20.5,31.8
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Mercer,72,278469,20.5,15.6,26.5
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Mifflin,53,113338,32.6,24.2,43.2
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Mifflin,36,117619,24.5,16.7,35
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Monroe,126,420424,23.7,19.5,28.5
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Monroe,89,424921,16.9,13.3,21.1
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Montgomery,604,2051381,24.1,22.2,26.2
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Montgomery,354,2151738,12.6,11.2,14.1
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Montour,32,44197,52.7,35.4,76.2
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Montour,14,46747,NA,NA,NA
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Northampton,284,760072,29.1,25.7,32.9
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Northampton,205,779908,19.9,17.1,23
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Northumberland,101,230406,30.2,24.4,37.1
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Northumberland,62,226286,21.5,16,28.4
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Perry,53,116855,38,27.9,50.7
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Perry,39,113490,26.5,18.4,37
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Philadelphia,376,3758309,10.3,9.3,11.5
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Philadelphia,286,4168012,6.1,5.4,6.9
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Pike,62,145199,25,18.9,32.8
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Pike,28,140777,11.1,7.1,17.1
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Potter,16,41306,NA,NA,NA
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Potter,5,41259,NA,NA,NA
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Schuylkill,121,366055,24.5,20.2,29.6
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Schuylkill,90,345981,18.3,14.5,23
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Snyder,41,99877,32.3,23,44.5
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Snyder,35,101174,27,18.1,38.8
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Somerset,74,193703,27.3,21.2,34.8
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Somerset,43,175741,19.8,13.7,27.6
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Sullivan,12,15647,NA,NA,NA
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Sullivan,6,14285,NA,NA,NA
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Susquehanna,35,100131,24,16.2,34.7
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Susquehanna,23,98514,13.4,8.2,21.5
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Tioga,30,101706,21.5,14,32
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Tioga,16,102339,NA,NA,NA
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Union,67,119468,47.9,37,61.1
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Union,35,100028,29,19.5,41.6
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Venango,41,125940,21.5,14.9,30.2
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Venango,27,127969,15.5,9.7,23.7
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Warren,28,97864,18.5,12,27.8
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Warren,27,97098,23.7,14.6,36.2
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Washington,130,512645,18.6,15.4,22.4
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Washington,107,527491,16.8,13.5,20.7
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Wayne,44,136297,20.8,15,28.7
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Wayne,35,120077,16.3,10.9,23.9
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Westmoreland,200,863678,16,13.7,18.5
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Westmoreland,145,895514,11.6,9.7,14
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,Wyoming,25,66951,23.7,14.9,36.5
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,Wyoming,24,66246,29.7,18,46.3
"Melanoma of the skin age-adjusted incidence rate per 100,000 among males",2017-2021,York,514,1119387,37.6,34.3,41.1
"Melanoma of the skin age-adjusted incidence rate per 100,000 among females",2017-2021,York,341,1139107,24.6,21.9,27.5
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Pennsylvania,8685,31630405,22.4,21.9,22.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Pennsylvania,7303,32737862,15.8,15.4,16.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Adams,68,254784,19.1,14.7,24.6
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Adams,56,261294,13.7,10.2,18.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Allegheny,870,2981260,23.6,22,25.3
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Allegheny,743,3163092,15.9,14.7,17.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Armstrong,59,162792,25,18.8,33
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Armstrong,34,163386,12.9,8.7,18.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Beaver,142,404286,24.6,20.5,29.3
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Beaver,120,424881,17.5,14.3,21.3
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Bedford,33,119705,19.3,12.9,28
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Bedford,28,119823,15,9.6,22.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Berks,330,1045438,27,24.1,30.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Berks,248,1071768,17.5,15.3,19.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Blair,110,300580,28.3,23.1,34.4
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Blair,91,311483,18.3,14.5,22.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Bradford,49,150112,21.7,15.9,29.3
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Bradford,36,151647,15.9,10.8,22.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Bucks,491,1564211,24.1,22,26.5
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Bucks,360,1612701,15,13.5,16.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Butler,125,472899,19.7,16.2,23.7
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Butler,120,478074,16.6,13.7,20.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Cambria,104,326138,22.3,18,27.3
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Cambria,120,333962,21.4,17.5,26
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Cameron,5,11310,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Cameron,6,11199,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Carbon,44,161074,19.6,14,26.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Carbon,33,161351,14.9,9.8,21.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Centre,86,423026,21,16.7,26.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Centre,66,380280,14.7,11.3,19
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Chester,295,1304323,20,17.7,22.5
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Chester,246,1335299,14.1,12.4,16.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Clarion,27,93425,23.7,15.1,35.7
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Clarion,19,96584,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Clearfield,51,210537,19.8,14.6,26.4
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Clearfield,47,188267,16.2,11.7,22.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Clinton,30,94196,27,17.9,39.4
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Clinton,16,96933,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Columbia,52,157595,27.4,20,36.6
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Columbia,43,168296,18.3,12.9,25.4
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Crawford,79,207671,27.3,21.2,34.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Crawford,53,215254,16.2,12,21.7
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Cumberland,166,634818,21.3,18.1,24.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Cumberland,140,642956,15.6,13,18.6
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Dauphin,197,683313,25.2,21.7,29.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Dauphin,148,721737,15.3,12.8,18.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Delaware,307,1373319,20.1,17.8,22.5
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Delaware,271,1473112,13.8,12.1,15.6
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Elk,18,76574,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Elk,16,75412,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Erie,224,671670,27.9,24.2,32
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Erie,176,684098,18.4,15.7,21.5
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Fayette,100,321706,22.7,18.3,28.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Fayette,64,324837,11.9,9,15.7
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Forest,3,24623,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Forest,5,11184,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Franklin,119,382075,24.7,20.3,29.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Franklin,78,394184,13.9,10.9,17.6
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Fulton,7,36866,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Fulton,9,35849,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Greene,30,94229,27.2,18,39.7
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Greene,18,86462,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Huntingdon,33,119300,20.8,14.2,29.7
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Huntingdon,22,104422,14.6,8.8,23.3
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Indiana,47,210512,17.2,12.5,23.4
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Indiana,38,209017,13.3,9.1,18.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Jefferson,44,109512,27.9,20,38.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Jefferson,30,109903,19.1,12.3,28.5
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Juniata,22,60691,24.5,15.2,38.3
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Juniata,16,60038,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Lackawanna,134,517369,20.3,16.9,24.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Lackawanna,128,545038,15,12.4,18
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Lancaster,389,1345228,23.5,21.2,26
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Lancaster,344,1393205,17.9,16,20
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Lawrence,70,208885,23.4,18,30.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Lawrence,56,221242,15.6,11.5,21
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Lebanon,84,349900,18.6,14.7,23.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Lebanon,102,359696,20,16.1,24.6
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Lehigh,233,910152,22.1,19.3,25.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Lehigh,184,943803,14.7,12.6,17.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Luzerne,239,796070,23.6,20.6,26.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Luzerne,214,807446,18,15.5,20.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Lycoming,95,279031,25.6,20.5,31.7
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Lycoming,67,289358,14.9,11.5,19.3
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,McKean,24,104671,16.6,10.3,25.7
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,McKean,13,98499,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Mercer,75,273693,19.6,15.3,24.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Mercer,69,278469,16.1,12.3,20.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Mifflin,38,113338,24.5,17.1,34.3
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Mifflin,38,117619,21.3,14.7,30.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Monroe,124,420424,24.6,20.3,29.7
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Monroe,101,424921,17.5,14.1,21.5
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Montgomery,560,2051381,22.7,20.8,24.7
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Montgomery,499,2151738,16.4,14.9,17.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Montour,23,44197,38.2,23.9,58.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Montour,17,46747,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Northampton,230,760072,24.4,21.2,27.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2017-2021,Northampton,197,779908,17.1,14.7,19.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2017-2021,Northumberland,88,230406,29,23,36.2
